Date,Bullish,Neutral,Bearish,Total,Bullish 8-week Mov Avg,Bull-Bear Spread,Bullish Average,Bullish Average +St. Dev.,Bullish Average -St. Dev.,S&P 500 Weekly High,S&P 500 Weekly Low,S&P 500 Weekly Close
6-13-96,0.49,0.28,0.23,1,0.4588,0.26,0.375,0.476,0.274,676.72,664.35,665.85
6-20-96,0.42,0.32,0.26,1,0.4763,0.16,0.375,0.476,0.274,668.27,661.34,666.84
6-27-96,0.42,0.41,0.17,1,0.4688,0.25,0.375,0.476,0.274,672.68,661.56,670.63
7-3-96,0.32,0.44,0.24,1,0.4513,0.08,0.375,0.476,0.274,675.88,670.21,672.4
7-11-96,0.4,0.35,0.25,1,0.455,0.15,0.375,0.476,0.274,657.65,639.52,646.19
7-18-96,0.29,0.45,0.26,1,0.4275,0.03,0.375,0.476,0.274,646.19,605.88,638.73
7-25-96,0.3,0.32,0.38,1,0.3888,-0.08,0.375,0.476,0.274,638.73,616.43,635.9
8-1-96,0.29,0.38,0.33,1,0.3663,-0.04,0.375,0.476,0.274,662.49,629.22,662.49
8-8-96,0.27,0.42,0.31,1,0.3388,-0.04,0.375,0.476,0.274,665.37,656.83,662.1
8-15-96,0.43,0.37,0.2,1,0.34,0.23,0.375,0.476,0.274,666.34,658.47,665.21
8-22-96,0.28,0.46,0.26,1,0.3225,0.02,0.375,0.476,0.274,670.68,662.16,667.03
8-29-96,0.28,0.43,0.29,1,0.3175,-0.01,0.375,0.476,0.274,670.68,650.52,651.99
9-5-96,0.29,0.35,0.36,1,0.3038,-0.07,0.375,0.476,0.274,658.21,643.97,655.68
9-12-96,0.26,0.46,0.28,1,0.3,-0.02,0.375,0.476,0.274,681.39,655.68,680.54
9-19-96,0.28,0.41,0.31,1,0.2975,-0.03,0.375,0.476,0.274,687.07,679.06,687.03
9-26-96,0.34,0.39,0.27,1,0.3038,0.07,0.375,0.476,0.274,690.88,681.01,686.19
10-3-96,0.4,0.31,0.29,1,0.32,0.11,0.375,0.476,0.274,701.74,686.03,701.46
10-10-96,0.38,0.36,0.26,1,0.3138,0.12,0.375,0.476,0.274,705.76,693.34,700.66
10-17-96,0.39,0.36,0.25,1,0.3275,0.14,0.375,0.476,0.274,711.04,699.07,710.82
10-24-96,0.42,0.33,0.25,1,0.345,0.17,0.375,0.476,0.274,714.1,700.53,700.92
10-31-96,0.37,0.29,0.34,1,0.355,0.03,0.375,0.476,0.274,708.6,696.22,703.77
11-7-96,0.26,0.45,0.29,1,0.355,-0.03,0.375,0.476,0.274,730.82,702.84,730.82
11-14-96,0.37,0.34,0.29,1,0.3663,0.08,0.375,0.476,0.274,741.92,728.03,737.62
11-21-96,0.43,0.3,0.27,1,0.3775,0.16,0.375,0.476,0.274,748.73,737.02,748.73
11-27-96,0.52,0.27,0.21,1,0.3925,0.31,0.375,0.476,0.274,762.12,741.08,755
12-5-96,0.41,0.26,0.33,1,0.3963,0.08,0.375,0.476,0.274,761.75,726.98,739.6
12-12-96,0.4,0.28,0.32,1,0.3975,0.08,0.375,0.476,0.274,753.43,718.98,728.64
12-19-96,0.33,0.28,0.39,1,0.3863,-0.06,0.375,0.476,0.274,755.41,716.69,748.87
12-26-96,0.37,0.33,0.3,1,0.3863,0.07,0.375,0.476,0.274,756.79,746.92,756.79
1-2-97,0.43,0.33,0.24,1,0.4075,0.19,0.375,0.476,0.274,753.85,737.01,748.03
1-9-97,0.36,0.39,0.25,1,0.4063,0.11,0.375,0.476,0.274,759.65,742.18,759.5
1-16-97,0.42,0.32,0.26,1,0.405,0.16,0.375,0.476,0.274,776.17,759.51,776.17
1-23-97,0.37,0.41,0.22,1,0.3863,0.15,0.375,0.476,0.274,794.67,768.17,770.52
1-30-97,0.51,0.33,0.16,1,0.3988,0.35,0.375,0.476,0.274,791.86,761.75,786.16
2-6-97,0.47,0.29,0.24,1,0.4075,0.23,0.375,0.476,0.274,789.72,773.43,789.56
2-13-97,0.45,0.37,0.18,1,0.4225,0.27,0.375,0.476,0.274,812.93,780.95,808.48
2-20-97,0.44,0.36,0.2,1,0.4313,0.24,0.375,0.476,0.274,817.68,799.99,801.77
2-27-97,0.63,0.22,0.15,1,0.4563,0.48,0.375,0.476,0.274,812.85,788.5,790.82
3-6-97,0.43,0.37,0.2,1,0.465,0.23,0.375,0.476,0.274,808.19,785.66,804.97
3-13-97,0.34,0.36,0.3,1,0.455,0.04,0.375,0.476,0.274,814.9,789.44,793.17
3-20-97,0.36,0.42,0.22,1,0.4538,0.14,0.375,0.476,0.274,797.18,786.29,784.1
3-27-97,0.27,0.4,0.33,1,0.4238,-0.06,0.375,0.476,0.274,790.89,773.88,773.88
4-3-97,0.29,0.4,0.31,1,0.4013,-0.02,0.375,0.476,0.274,759.64,750.32,757.9
4-10-97,0.26,0.37,0.37,1,0.3775,-0.11,0.375,0.476,0.274,769.53,737.64,737.65
4-17-97,0.31,0.41,0.28,1,0.3613,0.03,0.375,0.476,0.274,768.55,733.54,766.34
4-24-97,0.28,0.4,0.32,1,0.3175,-0.04,0.375,0.476,0.274,779.89,756.38,765.37
5-1-97,0.27,0.44,0.29,1,0.2975,-0.02,0.375,0.476,0.274,812.99,763.3,812.97
5-8-97,0.3,0.44,0.26,1,0.2925,0.04,0.375,0.476,0.274,832.29,811.8,824.78
5-15-97,0.41,0.36,0.23,1,0.2988,0.18,0.375,0.476,0.274,842.45,824.78,829.75
5-22-97,0.4,0.35,0.25,1,0.315,0.15,0.375,0.476,0.274,848.49,826.41,847.03
5-29-97,0.4,0.4,0.2,1,0.3288,0.2,0.375,0.476,0.274,851.87,831.87,848.28
6-5-97,0.52,0.33,0.15,1,0.3613,0.37,0.375,0.476,0.274,859.24,838.82,858.01
6-12-97,0.49,0.35,0.16,1,0.3838,0.33,0.375,0.476,0.274,894.69,858.01,893.27
6-19-97,0.59,0.26,0.15,1,0.4225,0.44,0.375,0.476,0.274,901.77,886.19,898.7
6-26-97,0.52,0.25,0.23,1,0.4538,0.29,0.375,0.476,0.274,902.09,878.43,887.3
7-3-97,0.45,0.3,0.25,1,0.4725,0.2,0.375,0.476,0.274,917.82,879.82,916.92
7-10-97,0.49,0.33,0.18,1,0.4825,0.31,0.375,0.476,0.274,923.26,902.48,916.68
7-17-97,0.54,0.3,0.16,1,0.5,0.38,0.375,0.476,0.274,939.32,912.02,915.3
7-24-97,0.53,0.25,0.22,1,0.5163,0.31,0.375,0.476,0.274,945.65,907.12,938.79
7-31-97,0.48,0.26,0.26,1,0.5113,0.22,0.375,0.476,0.274,955.35,932.56,947.14
8-7-97,0.49,0.28,0.23,1,0.5113,0.26,0.375,0.476,0.274,964.17,925.74,933.54
8-14-97,0.49,0.3,0.21,1,0.4988,0.28,0.375,0.476,0.274,942.99,900.81,900.81
8-21-97,0.47,0.33,0.2,1,0.4925,0.27,0.375,0.476,0.274,939.47,905.52,923.55
8-28-97,0.5,0.28,0.22,1,0.4988,0.28,0.375,0.476,0.274,920.16,899.47,899.47
9-4-97,0.37,0.38,0.25,1,0.4838,0.12,0.375,0.476,0.274,940.37,899.47,929.05
9-11-97,0.42,0.36,0.22,1,0.4688,0.2,0.375,0.476,0.274,938.9,902.56,923.91
9-18-97,0.4,0.44,0.16,1,0.4525,0.24,0.375,0.476,0.274,952.35,919.41,950.51
9-25-97,0.39,0.42,0.19,1,0.4413,0.2,0.375,0.476,0.274,960.59,937.38,945.22
10-2-97,0.38,0.43,0.19,1,0.4275,0.19,0.375,0.476,0.274,975.47,941.94,965.03
10-9-97,0.43,0.43,0.14,1,0.42,0.29,0.375,0.476,0.274,983.12,963.34,966.98
10-16-97,0.43,0.36,0.21,1,0.415,0.22,0.375,0.476,0.274,973.46,931.58,944.16
10-23-97,0.4,0.46,0.14,1,0.4025,0.26,0.375,0.476,0.274,972.61,937.55,941.64
10-30-97,0.41,0.36,0.23,1,0.4075,0.18,0.375,0.476,0.274,941.64,855.27,914.62
11-6-97,0.38,0.37,0.25,1,0.4025,0.13,0.375,0.476,0.274,949.62,914.62,927.51
11-13-97,0.45,0.38,0.17,1,0.4088,0.28,0.375,0.476,0.274,935.9,900.16,928.35
11-20-97,0.4,0.38,0.22,1,0.41,0.18,0.375,0.476,0.274,963.09,938.23,963.09
11-26-97,0.4,0.4,0.2,1,0.4125,0.2,0.375,0.476,0.274,963.09,944.71,955.4
12-4-97,0.49,0.33,0.18,1,0.42,0.31,0.375,0.476,0.274,986.25,966.16,983.79
12-11-97,0.46,0.37,0.17,1,0.4238,0.29,0.375,0.476,0.274,985.67,947,953.39
12-18-97,0.4,0.41,0.19,1,0.4238,0.21,0.375,0.476,0.274,974.3,924.92,946.78
12-24-97,0.41,0.36,0.23,1,0.4238,0.18,0.375,0.476,0.274,956.73,932.7,936.46
12-31-97,0.34,0.35,0.31,1,0.4188,0.03,0.375,0.476,0.274,975.02,936.46,975.04
1-8-98,0.42,0.4,0.18,1,0.415,0.24,0.375,0.476,0.274,982.63,921.72,927.69
1-16-98,0.38,0.45,0.17,1,0.4125,0.21,0.375,0.476,0.274,965.12,912.83,961.51
1-23-98,0.31,0.39,0.3,1,0.4013,0.01,0.375,0.476,0.274,978.6,950.86,957.59
1-30-98,0.38,0.42,0.2,1,0.3875,0.18,0.375,0.476,0.274,992.65,954.24,980.28
2-5-98,0.3,0.45,0.25,1,0.3675,0.05,0.375,0.476,0.274,1013.51,980.28,1012.46
2-12-98,0.45,0.36,0.19,1,0.3738,0.26,0.375,0.476,0.274,1026.3,1006.28,1020.09
2-19-98,0.42,0.43,0.15,1,0.375,0.27,0.375,0.476,0.274,1034.21,1020.09,1034.21
2-26-98,0.53,0.33,0.14,1,0.3988,0.39,0.375,0.476,0.274,1051.66,1028.89,1049.34
3-5-98,0.53,0.34,0.13,1,0.4125,0.4,0.375,0.476,0.274,1055.69,1044.7,1055.69
3-12-98,0.44,0.36,0.2,1,0.42,0.24,0.375,0.476,0.274,1075.86,1050.02,1068.61
3-19-98,0.4,0.38,0.22,1,0.4313,0.18,0.375,0.476,0.274,1101.04,1068.61,1099.16
3-26-98,0.45,0.35,0.2,1,0.44,0.25,0.375,0.476,0.274,1113.07,1090.02,1093.55
4-2-98,0.46,0.32,0.22,1,0.46,0.24,0.375,0.476,0.274,1090.02,1110.13,1108.15
4-9-98,0.41,0.36,0.23,1,0.455,0.18,0.375,0.476,0.274,1131.99,1098.21,1110.67
4-16-98,0.53,0.32,0.15,1,0.4688,0.38,0.375,0.476,0.274,1122.72,1100.6,1122.72
4-23-98,0.4,0.38,0.22,1,0.4525,0.18,0.375,0.476,0.274,1132.98,1104.77,1107.9
4-30-98,0.44,0.31,0.25,1,0.4413,0.19,0.375,0.476,0.274,1121.02,1076.7,1121
5-7-98,0.43,0.34,0.23,1,0.44,0.2,0.375,0.476,0.274,1130.52,1094.53,1108.14
5-14-98,0.33,0.41,0.26,1,0.4313,0.07,0.375,0.476,0.274,1124.03,1102.78,1108.73
5-21-98,0.38,0.39,0.23,1,0.4225,0.15,0.375,0.476,0.274,1124.45,1097.99,1110.47
5-28-98,0.34,0.4,0.26,1,0.4075,0.08,0.375,0.476,0.274,1116.79,1074.39,1090.82
6-4-98,0.25,0.44,0.31,1,0.3875,-0.06,0.375,0.476,0.274,1113.88,1078.1,1113.86
6-11-98,0.27,0.49,0.24,1,0.355,0.03,0.375,0.476,0.274,1126,1080.83,1098.84
6-18-98,0.29,0.38,0.33,1,0.3413,-0.04,0.375,0.476,0.274,1112.87,1074.67,1100.65
6-25-98,0.28,0.44,0.28,1,0.3213,0,0.375,0.476,0.274,1142.04,1099.42,1133.2
7-2-98,0.33,0.48,0.19,1,0.3088,0.14,0.375,0.476,0.274,1148.56,1131.91,1146.42
7-9-98,0.36,0.44,0.2,1,0.3125,0.16,0.375,0.476,0.274,1166.93,1145.03,1164.33
7-16-98,0.35,0.44,0.21,1,0.3088,0.14,0.375,0.476,0.274,1188.1,1160.21,1186.75
7-23-98,0.37,0.39,0.24,1,0.3125,0.13,0.375,0.476,0.274,1190.58,1129.11,1140.8
7-30-98,0.44,0.36,0.2,1,0.3363,0.24,0.375,0.476,0.274,1147.27,1114.3,1120.67
8-6-98,0.3,0.44,0.26,1,0.34,0.04,0.375,0.476,0.274,1121.79,1057.35,1089.45
8-13-98,0.27,0.38,0.35,1,0.3375,-0.08,0.375,0.476,0.274,1092.82,1054,1062.75
8-20-98,0.25,0.42,0.33,1,0.3338,-0.08,0.375,0.476,0.274,1106.32,1054.92,1081.24
8-27-98,0.23,0.32,0.45,1,0.3213,-0.22,0.375,0.476,0.274,1106.64,1021.04,1027.04
9-3-98,0.23,0.37,0.4,1,0.305,-0.17,0.375,0.476,0.274,1033.47,939.98,973.89
9-10-98,0.29,0.31,0.4,1,0.2975,-0.11,0.375,0.476,0.274,1027.72,968.64,1009.06
9-17-98,0.34,0.35,0.31,1,0.2938,0.03,0.375,0.476,0.274,1046.07,1009.06,1020.09
9-24-98,0.34,0.38,0.28,1,0.2813,0.06,0.375,0.476,0.274,1066.11,993.82,1044.75
10-1-98,0.32,0.35,0.33,1,0.2838,-0.01,0.375,0.476,0.274,1061.46,971.65,1002.6
10-8-98,0.25,0.43,0.32,1,0.2813,-0.07,0.375,0.476,0.274,1008.77,923.32,984.39
10-15-98,0.25,0.34,0.41,1,0.2813,-0.16,0.375,0.476,0.274,1062.65,984.39,1056.42
10-22-98,0.32,0.35,0.33,1,0.2925,-0.01,0.375,0.476,0.274,1084.06,1054.23,1070.67
10-29-98,0.43,0.36,0.21,1,0.3175,0.22,0.375,0.476,0.274,1103.78,1059.66,1098.67
11-5-98,0.38,0.42,0.2,1,0.3288,0.18,0.375,0.476,0.274,1141.3,1098.67,1141.01
11-12-98,0.5,0.36,0.14,1,0.3488,0.36,0.375,0.476,0.274,1141.01,1115.55,1125.72
11-19-98,0.4,0.42,0.18,1,0.3563,0.22,0.375,0.476,0.274,1163.55,1125.72,1163.55
11-25-98,0.48,0.35,0.17,1,0.3763,0.31,0.375,0.476,0.274,1192.97,1163.55,1192.33
12-3-98,0.49,0.3,0.21,1,0.4063,0.28,0.375,0.476,0.274,1192.72,1150.14,1176.74
12-10-98,0.44,0.3,0.26,1,0.43,0.18,0.375,0.476,0.274,1193.53,1153.19,1166.46
12-17-98,0.41,0.34,0.25,1,0.4413,0.16,0.375,0.476,0.274,1188.89,1136.89,1188.03
12-23-98,0.34,0.34,0.32,1,0.43,0.02,0.375,0.476,0.274,1229.89,1188.03,1226.27
12-31-98,0.41,0.37,0.22,1,0.4338,0.19,0.375,0.476,0.274,1244.93,1200.78,1229.23
1-7-99,0.38,0.39,0.23,1,0.4188,0.15,0.375,0.476,0.274,1278.24,1219.1,1275.09
1-14-99,0.51,0.28,0.21,1,0.4325,0.3,0.375,0.476,0.274,1276.22,1205.46,1243.26
1-21-99,0.56,0.24,0.2,1,0.4425,0.36,0.375,0.476,0.274,1274.07,1217.97,1225.19
1-28-99,0.47,0.33,0.2,1,0.44,0.27,0.375,0.476,0.274,1280.37,1219.4,1279.64
2-4-99,0.48,0.38,0.14,1,0.445,0.34,0.375,0.476,0.274,1283.75,1232.28,1239.4
2-11-99,0.48,0.35,0.17,1,0.4538,0.31,0.375,0.476,0.274,1254.05,1211.89,1230.13
2-18-99,0.37,0.39,0.24,1,0.4575,0.13,0.375,0.476,0.274,1252.17,1220.7,1239.22
2-25-99,0.37,0.39,0.24,1,0.4525,0.13,0.375,0.476,0.274,1283.84,1225.01,1238.33
3-4-99,0.36,0.45,0.19,1,0.45,0.17,0.375,0.476,0.274,1275.73,1216.03,1275.47
3-11-99,0.37,0.42,0.21,1,0.4325,0.16,0.375,0.476,0.274,1306.43,1271.58,1294.59
3-18-99,0.48,0.31,0.21,1,0.4225,0.27,0.375,0.476,0.274,1323.82,1291.03,1299.29
3-25-99,0.38,0.33,0.29,1,0.4113,0.09,0.375,0.476,0.274,1303.84,1256.43,1282.8
4-1-99,0.4,0.35,0.25,1,0.4013,0.15,0.375,0.476,0.274,1313.6,1282.56,1293.72
4-8-99,0.36,0.38,0.26,1,0.3863,0.1,0.375,0.476,0.274,1351.22,1293.72,1348.35
4-15-99,0.41,0.31,0.28,1,0.3913,0.13,0.375,0.476,0.274,1362.1,1308.38,1319
4-22-99,0.38,0.32,0.3,1,0.3925,0.08,0.375,0.476,0.274,1363.65,1284.21,1356.85
4-29-99,0.41,0.32,0.27,1,0.3988,0.14,0.375,0.476,0.274,1371.56,1314.58,1335.18
5-6-99,0.54,0.32,0.14,1,0.42,0.4,0.375,0.476,0.274,1354.64,1317.44,1345
5-13-99,0.43,0.31,0.26,1,0.4138,0.17,0.375,0.476,0.274,1375.98,1332.63,1337.8
5-20-99,0.43,0.31,0.26,1,0.42,0.17,0.375,0.476,0.274,1350.49,1321.19,1330.29
5-27-99,0.38,0.42,0.2,1,0.4175,0.18,0.375,0.476,0.274,1333.02,1277.31,1301.84
6-3-99,0.32,0.36,0.32,1,0.4125,0,0.375,0.476,0.274,1327.75,1277.47,1327.75
6-10-99,0.32,0.4,0.28,1,0.4013,0.04,0.375,0.476,0.274,1336.42,1287.88,1293.64
6-17-99,0.38,0.35,0.27,1,0.4013,0.11,0.375,0.476,0.274,1344.48,1292.2,1342.84
6-24-99,0.3,0.39,0.31,1,0.3875,-0.01,0.375,0.476,0.274,1351.12,1308.47,1315.31
7-1-99,0.35,0.38,0.27,1,0.3638,0.08,0.375,0.476,0.274,1391.22,1315.31,1391.22
7-8-99,0.43,0.36,0.21,1,0.3638,0.22,0.375,0.476,0.274,1405.29,1384.95,1403.28
7-15-99,0.54,0.28,0.18,1,0.3775,0.36,0.375,0.476,0.274,1418.78,1386.51,1418.78
7-22-99,0.55,0.23,0.22,1,0.3988,0.33,0.375,0.476,0.274,1420.33,1349.91,1356.94
7-29-99,0.42,0.38,0.2,1,0.4113,0.22,0.375,0.476,0.274,1370.39,1328.49,1328.72
8-5-99,0.3,0.46,0.24,1,0.4088,0.06,0.375,0.476,0.274,1344.69,1287.23,1300.29
8-12-99,0.3,0.4,0.3,1,0.3988,0,0.375,0.476,0.274,1327.72,1267.73,1327.68
8-19-99,0.31,0.46,0.23,1,0.4,0.08,0.375,0.476,0.274,1344.16,1315.35,1336.61
8-26-99,0.35,0.4,0.25,1,0.4,0.1,0.375,0.476,0.274,1382.84,1336.61,1348.27
9-2-99,0.44,0.38,0.18,1,0.4013,0.26,0.375,0.476,0.274,1357.74,1304.88,1357.24
9-9-99,0.37,0.38,0.25,1,0.38,0.12,0.375,0.476,0.274,1361.35,1333.94,1351.66
9-16-99,0.36,0.43,0.21,1,0.3563,0.15,0.375,0.476,0.274,1351.66,1317.97,1335.42
9-23-99,0.36,0.36,0.28,1,0.3488,0.08,0.375,0.476,0.274,1338.38,1263.84,1277.36
9-30-99,0.35,0.42,0.23,1,0.355,0.12,0.375,0.476,0.274,1295.03,1256.26,1282.81
10-7-99,0.34,0.38,0.28,1,0.36,0.06,0.375,0.476,0.274,1336.61,1282.81,1336.02
10-14-99,0.42,0.39,0.19,1,0.3738,0.23,0.375,0.476,0.274,1344.26,1245.44,1247.41
10-21-99,0.38,0.37,0.25,1,0.3775,0.13,0.375,0.476,0.274,1303.81,1233.7,1301.65
10-28-99,0.38,0.38,0.24,1,0.37,0.14,0.375,0.476,0.274,1373.17,1280.48,1362.93
11-4-99,0.43,0.35,0.22,1,0.3775,0.21,0.375,0.476,0.274,1387.48,1346.41,1370.23
11-11-99,0.48,0.26,0.26,1,0.3925,0.22,0.375,0.476,0.274,1396.12,1359.98,1396.06
11-18-99,0.46,0.32,0.22,1,0.405,0.24,0.375,0.476,0.274,1425.31,1392.28,1422
11-24-99,0.55,0.28,0.17,1,0.43,0.38,0.375,0.476,0.274,1425.25,1399.18,1416.62
12-2-99,0.62,0.25,0.13,1,0.465,0.49,0.375,0.476,0.274,1447.54,1386.95,1433.3
12-9-99,0.62,0.27,0.11,1,0.49,0.51,0.375,0.476,0.274,1434.19,1391.47,1417.04
12-16-99,0.54,0.26,0.2,1,0.51,0.34,0.375,0.476,0.274,1431.13,1396.2,1421.03
12-23-99,0.52,0.31,0.17,1,0.5275,0.35,0.375,0.476,0.274,1461.44,1410.97,1458.34
12-30-99,0.6,0.25,0.15,1,0.5488,0.45,0.375,0.476,0.274,1473.1,1450.83,1469.25
1-6-00,0.75,0.117,0.133,1,0.5825,0.617,0.375,0.476,0.274,1478,1377.68,1441.47
1-13-00,0.593,0.222,0.185,1,0.5991,0.407,0.375,0.476,0.274,1473,1427.08,1465.15
1-20-00,0.571,0.25,0.179,1,0.6018,0.393,0.375,0.476,0.274,1465.71,1438.54,1441.36
1-27-00,0.537,0.259,0.204,1,0.5914,0.333,0.375,0.476,0.274,1454.09,1356.2,1360.16
2-3-00,0.511,0.244,0.244,1,0.5778,0.267,0.375,0.476,0.274,1435.91,1350.14,1424.37
2-10-00,0.419,0.302,0.279,1,0.5626,0.14,0.375,0.476,0.274,1444.55,1378.89,1387.12
2-17-00,0.273,0.485,0.242,1,0.5317,0.03,0.375,0.476,0.274,1407.72,1345.32,1346.09
2-24-00,0.414,0.276,0.31,1,0.5084,0.104,0.375,0.476,0.274,1370.11,1329.15,1333.36
3-2-00,0.367,0.4,0.233,1,0.4605,0.133,0.375,0.476,0.274,1410.88,1325.07,1409.17
3-8-00,0.583,0.25,0.167,1,0.4593,0.417,0.375,0.476,0.274,1413.46,1346.62,1395.07
3-16-00,0.5,0.233,0.267,1,0.4504,0.233,0.375,0.476,0.274,1477.33,1356.99,1464.47
3-23-00,0.657,0.143,0.2,1,0.4654,0.457,0.375,0.476,0.274,1552.87,1446.06,1527.46
3-30-00,0.389,0.111,0.5,1,0.4501,-0.111,0.375,0.476,0.274,1534.63,1474.63,1498.58
4-6-00,0.458,0.333,0.208,1,0.4551,0.25,0.375,0.476,0.274,1526.45,1416.41,1516.35
4-13-00,0.519,0.185,0.296,1,0.4858,0.222,0.375,0.476,0.274,1527.19,1339.4,1356.56
4-20-00,0.637,0.137,0.226,1,0.5138,0.412,0.375,0.476,0.274,1447.69,1346.5,1434.54
4-27-00,0.613,0.242,0.145,1,0.5445,0.468,0.375,0.476,0.274,1482.94,1407.13,1452.43
5-4-00,0.348,0.304,0.348,1,0.5151,0,0.375,0.476,0.274,1481.51,1398.36,1432.63
5-11-00,0.302,0.442,0.256,1,0.4904,0.047,0.375,0.476,0.274,1432.63,1375.14,1420.96
5-18-00,0.353,0.235,0.412,1,0.4524,-0.059,0.375,0.476,0.274,1470.4,1401.74,1406.95
5-25-00,0.349,0.286,0.365,1,0.4474,-0.016,0.375,0.476,0.274,1411.65,1361.09,1378.02
6-1-00,0.417,0.208,0.375,1,0.4422,0.042,0.375,0.476,0.274,1483.23,1378.02,1477.26
6-8-00,0.615,0.154,0.231,1,0.4543,0.385,0.375,0.476,0.274,1477.28,1454.74,1456.95
6-15-00,0.438,0.375,0.188,1,0.4293,0.25,0.375,0.476,0.274,1483.62,1442.38,1464.46
6-22-00,0.267,0.333,0.4,1,0.3861,-0.133,0.375,0.476,0.274,1488.93,1438.31,1441.48
7-6-00,0.561,0.281,0.159,1,0.4127,0.403,0.375,0.476,0.274,1467.63,1434.63,1454.6
7-13-00,0.65,0.15,0.2,1,0.4562,0.45,0.375,0.476,0.274,1484.12,1439.56,1478.9
7-20-00,0.667,0.213,0.12,1,0.4954,0.547,0.375,0.476,0.274,1509.99,1470.48,1509.98
7-27-00,0.429,0.371,0.2,1,0.5053,0.229,0.375,0.476,0.274,1517.32,1477.91,1480.19
8-3-00,0.413,0.348,0.239,1,0.5049,0.174,0.375,0.476,0.274,1485.88,1413.89,1419.89
8-10-00,0.541,0.344,0.115,1,0.4956,0.426,0.375,0.476,0.274,1462.93,1418.71,1462.93
8-17-00,0.594,0.219,0.188,1,0.5151,0.406,0.375,0.476,0.274,1490.33,1453.06,1471.84
8-23-00,0.577,0.192,0.231,1,0.5539,0.346,0.375,0.476,0.274,1499.47,1468.56,1491.72
8-31-00,0.559,0.265,0.177,1,0.5536,0.382,0.375,0.476,0.274,1513.47,1489.52,1506.45
9-7-00,0.625,0.292,0.083,1,0.5505,0.542,0.375,0.476,0.274,1530.09,1500.09,1520.77
9-14-00,0.412,0.353,0.235,1,0.5186,0.177,0.375,0.476,0.274,1520.77,1489.88,1494.5
9-21-00,0.438,0.375,0.188,1,0.5197,0.25,0.375,0.476,0.274,1506.76,1460.22,1465.81
9-28-00,0.533,0.4,0.067,1,0.5348,0.467,0.375,0.476,0.274,1467.77,1421.88,1448.72
10-5-00,0.419,0.323,0.258,1,0.5196,0.161,0.375,0.476,0.274,1461.69,1419.44,1436.51
10-12-00,0.415,0.268,0.317,1,0.4972,0.098,0.375,0.476,0.274,1454.82,1397.06,1408.99
10-19-00,0.489,0.267,0.244,1,0.4862,0.245,0.375,0.476,0.274,1409.69,1327.08,1374.17
10-26-00,0.641,0.18,0.18,1,0.4964,0.462,0.375,0.476,0.274,1408.47,1305.79,1396.93
11-2-00,0.516,0.258,0.226,1,0.4828,0.29,0.375,0.476,0.274,1415.64,1337.81,1379.58
11-9-00,0.629,0.286,0.086,1,0.5099,0.543,0.375,0.476,0.274,1433.4,1376.86,1426.69
11-16-00,0.458,0.375,0.167,1,0.5125,0.292,0.375,0.476,0.274,1438.46,1365.97,1365.98
11-23-00,0.365,0.27,0.365,1,0.4915,0,0.375,0.476,0.274,1395.96,1328.62,1367.72
11-30-00,0.604,0.229,0.167,1,0.5146,0.438,0.375,0.476,0.274,1367.72,1321.89,1341.77
12-7-00,0.471,0.157,0.373,1,0.5216,0.098,0.375,0.476,0.274,1362.5,1294.9,1315.23
12-14-00,0.596,0.077,0.327,1,0.535,0.269,0.375,0.476,0.274,1380.33,1310.23,1369.89
12-21-00,0.311,0.178,0.511,1,0.4938,-0.2,0.375,0.476,0.274,1389.05,1305.38,1312.15
12-28-00,0.4,0.28,0.32,1,0.4793,0.08,0.375,0.476,0.274,1346.44,1254.07,1305.95
1-4-01,0.426,0.333,0.241,1,0.4539,0.185,0.375,0.476,0.274,1340.1,1301.64,1320.28
1-11-01,0.357,0.214,0.429,1,0.4413,-0.072,0.375,0.476,0.274,1350.24,1274.62,1298.35
1-18-01,0.366,0.39,0.244,1,0.4414,0.122,0.375,0.476,0.274,1333.21,1276.29,1318.55
1-25-01,0.492,0.246,0.262,1,0.4274,0.231,0.375,0.476,0.274,1354.55,1313.33,1342.54
2-1-01,0.5,0.308,0.192,1,0.4311,0.308,0.375,0.476,0.274,1369.75,1333.84,1354.95
2-8-01,0.556,0.3,0.144,1,0.426,0.411,0.375,0.476,0.274,1383.37,1348.72,1349.47
2-15-01,0.304,0.478,0.217,1,0.4251,0.087,0.375,0.476,0.274,1363.55,1309.98,1314.76
2-22-01,0.263,0.351,0.386,1,0.408,-0.123,0.375,0.476,0.274,1336.62,1293.18,1301.53
3-1-01,0.46,0.203,0.338,1,0.4122,0.122,0.375,0.476,0.274,1272.76,1214.5,1234.18
3-8-01,0.316,0.367,0.316,1,0.4071,0,0.375,0.476,0.274,1267.42,1228.42,1233.42
3-15-01,0.309,0.327,0.364,1,0.4,-0.055,0.375,0.476,0.274,1233.42,1148.64,1150.53
3-22-01,0.278,0.25,0.472,1,0.3732,-0.194,0.375,0.476,0.274,1180.56,1081.19,1139.83
3-29-01,0.373,0.353,0.275,1,0.3573,0.098,0.375,0.476,0.274,1183.35,1136.26,1160.33
4-5-01,0.351,0.261,0.387,1,0.3318,-0.036,0.375,0.476,0.274,1169.51,1091.99,1128.43
4-12-01,0.303,0.288,0.409,1,0.3316,-0.106,0.375,0.476,0.274,1183.51,1126.38,1183.5
4-19-01,0.438,0.25,0.313,1,0.3534,0.125,0.375,0.476,0.274,1253.71,1167.38,1242.98
